ISSN,Titulo,Area de Avaliacao,Estrato,Quadrienio
1679-0383,SEMINA. CIÊNCIAS SOCIAIS E HUMANAS (ONLINE),DIREITO,B1,2017-2020
1679-0456,BOLETIM DE PESQUISA E DESENVOLVIMENTO (EMBRAPA AGROPECUÁRIA OESTE. ONLINE),CIÊNCIAS AGRÁRIAS I,C,2017-2020
1679-0650,COSMOS (PRESIDENTE PRUDENTE),GEOGRAFIA,B4,2017-2020
1679-0731,REVISTA BRASILEIRA DE FINANÇAS,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,A4,2017-2020
1679-0901,BOLETIM INFORMATIVO - SBCPD,CIÊNCIAS AGRÁRIAS I,C,2017-2020
1679-0944,PARANOÁ,GEOGRAFIA,A3,2017-2020
1679-0952,MAESTRIA (SETE LAGOAS),"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B4,2017-2020
1679-1010,REVISTA DA SOCIEDADE BRASILEIRA DE CLÍNICA MÉDICA,ENGENHARIAS III,C,2017-2020
1679-1061,REVISTA ELETRÔNICA DA ANPHLAC,SOCIOLOGIA,A4,2017-2020
1679-107X,REVISTA GESTÃO CONTEMPORÂNEA,EDUCAÇÃO,C,2017-2020
1679-1150,CIRCULAR TÉCNICA EMBRAPA MILHO E SORGO (ONLINE),INTERDISCIPLINAR,C,2017-2020
1679-1347,INVENTÁRIO (UFBA),ARTES,B2,2017-2020
1679-1363,REVISTA DA AJURIS,DIREITO,A2,2017-2020
1679-1371,ESTUDOS DE JORNALISMO E RELAÇÕES PÚBLICAS,INTERDISCIPLINAR,B3,2017-2020
1679-1509,REVISTA DE CIÊNCIAS AGRO-AMBIENTAIS (IMPRESSO),CIÊNCIAS AGRÁRIAS I,B4,2017-2020
1679-1533,APCD JORNAL,ODONTOLOGIA,B3,2017-2020
1679-1541,CADERNOS DE PÓS-GRADUAÇÃO EM LETRAS (SÃO PAULO. IMPRESSO) (CESSOU EM 2002. CONT. 1809-4163 CADERNOS DE PÓS GRADUAÇÃO EM LETRAS (SÃO PAULO. ONLINE)),LINGUíSTICA E LITERATURA,A4,2017-2020
1679-1614,REVISTA DE ECONOMIA E AGRONEGÓCIO,SOCIOLOGIA,A4,2017-2020
1679-169X,REVISTA TECNOLOGIA E TENDÊNCIAS,QUÍMICA,B4,2017-2020
1679-1746,VEREDAS FAVIP (CESSOU EM 2006. CONT. ISSN 1984-8463 VEREDAS FAVIP (ONLINE)),PSICOLOGIA,B2,2017-2020
1679-1827,GESTÃO.ORG. REVISTA ELETRÔNICA DE GESTÃO ORGANIZACIONAL,PSICOLOGIA,A4,2017-2020
1679-1851,REVISTA FACTUS (IMPRESSO) (CESSOU EM 2007),EDUCAÇÃO,C,2017-2020
1679-1916,RENOTE - REVISTA NOVAS TECNOLOGIAS NA EDUCAÇÃO,ENSINO,A4,2017-2020
1679-1983,REVISTA DE CIÊNCIAS DA SAÚDE NOVA ESPERANÇA,NUTRIÇÃO,B2,2017-2020
1679-1991,REVISTA CAPITAL CIENTÍFICO - ELETRÔNICA (RCCҼ),INTERDISCIPLINAR,B1,2017-2020
1679-2009,ITINERARIUS REFLECTIONIS,INTERDISCIPLINAR,A4,2017-2020
1679-2092,REVISTA DE DIREITO E POLÍTICA,ENSINO,A3,2017-2020
1679-2262,REVISTA DA AJUFERGS - ASSOCIAÇÃO DOS JUÍZES FEDERAIS,DIREITO,B4,2017-2020
1679-2297,TERRAE (ONLINE),CIÊNCIAS AMBIENTAIS,B2,2017-2020
1679-2300,TERRAE DIDATICA (IMPRESSO),CIÊNCIAS AMBIENTAIS,B1,2017-2020
1679-2319,POÍESIS (CATALÃO),LINGUíSTICA E LITERATURA,B1,2017-2020
1679-2343,REVISTA BRASILEIRA DE BIOCIÊNCIAS,MEDICINA II,B4,2017-2020
1679-2483,REVISTA DA ABET,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B4,2017-2020
1679-3005,TROPICAL OCEANOGRAPHY,BIODIVERSIDADE,C,2017-2020
1679-3013,TROPICAL OCEANOGRAPHY (ONLINE),ZOOTECNIA / RECURSOS PESQUEIROS,C,2017-2020
1679-3366,CADERNOS DA ESCOLA DE COMUNICAÇÃO (UNIBRASIL),"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B3,2017-2020
1679-3390,REVISTA BRASILEIRA DE ORIENTAÇÃO PROFISSIONAL,EDUCAÇÃO,A2,2017-2020
1679-348X,CIÊNCIAS SOCIAIS APLICADAS EM REVISTA (CASCAVEL),"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B2,2017-2020
1679-3498,RISCO: REVISTA DE PESQUISA EM ARQUITETURA E URBANISMO,"ARQUITETURA, URBANISMO E DESIGN",A3,2017-2020
1679-3617,ENSAIOS PEDAGÓGICOS (LAGES),EDUCAÇÃO,C,2017-2020
1679-3625,CIDADES (PRESIDENTE PRUDENTE),GEOGRAFIA,A2,2017-2020
1679-365X,BIOMATEMÁTICA (UNICAMP),ENSINO,C,2017-2020
1679-3749,ALETRIA (UFMG),HISTÓRIA,A3,2017-2020
1679-3765,CADERNOS DA ESCOLA DE NEGÓCIOS DA UNIBRASIL,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B3,2017-2020
1679-3803,REVISTA DIREITO E CIDADANIA (ROLÂNDIA),DIREITO,C,2017-2020
1679-3951,CADERNOS EBAPE.BR (FGV. ONLINE),ENGENHARIAS III,A2,2017-2020
1679-396X,MARINE SYSTEMS & OCEAN TECHNOLOGY,ENGENHARIAS I,B2,2017-2020
1679-415X,INFORME GEPEC (ONLINE),HISTÓRIA,A4,2017-2020
1679-4265,REDES (VITÓRIA). REVISTA CAPIXABA DE FILOSOFIA E TEOLOGIA,ENSINO,B4,2017-2020
1679-4273,REVISTA DA FACULDADE DE EDUCAÇÃO. UNIVERSIDADE DO ESTADO DE MATO GROSSO,ENSINO,C,2017-2020
1679-4427,MENTAL (BARBACENA. IMPRESSO),INTERDISCIPLINAR,B1,2017-2020
1679-4435,REVISTA BRASILEIRA DE MEDICINA DO TRABALHO,EDUCAÇÃO,B3,2017-2020
1679-4508,EINSTEIN (SÃO PAULO),FARMÁCIA,A4,2017-2020
1679-4540,REVISTA DO ISAT,ENSINO,C,2017-2020
1679-4605,REVISTA CIÊNCIA EM EXTENSÃO (ONLINE),MEDICINA I,A4,2017-2020
1679-4842,SERVIÇO SOCIAL EM REVISTA,GEOGRAFIA,A2,2017-2020
1679-494X,PENSANDO FAMÍLIAS,MEDICINA II,A4,2017-2020
1679-4974,EPIDEMIOLOGIA E SERVIÇOS DE SAÚDE,INTERDISCIPLINAR,A3,2017-2020
1679-5237,VETERINÁRIA EM FOCO (ULBRA),MEDICINA VETERINÁRIA,C,2017-2020
1679-5350,REVISTA DE ADMINISTRAÇÃO DA UNIMEP,ENSINO,A4,2017-2020
1679-5377,FRONTEIRA (PUCMG),SOCIOLOGIA,B4,2017-2020
1679-5385,ÁGORA FILOSÓFICA (UNICAP),ENSINO,A4,2017-2020
1679-5393,REVISTA DE TEOLOGIA E CIÊNCIAS DA RELIGIÃO DA UNICAP,HISTÓRIA,A3,2017-2020
1679-5458,REVISTA DE CIRURGIA E TRAUMATOLOGIA BUCO-MAXILO-FACIAL (IMPRESSO),ODONTOLOGIA,B3,2017-2020
1679-5466,REVISTA FORMAÇÃO REVISTA ELETRÔNICA,GEOGRAFIA,B4,2017-2020
1679-5520,SCRIPTA UNIANDRADE,HISTÓRIA,A3,2017-2020
1679-5547,REVISTA DE JURISPRUDÊNCIA DO TRIBUNAL REGIONAL ELEITORAL DO AMAZONAS,INTERDISCIPLINAR,C,2017-2020
1679-5636,CADERNOS DE HISTÓRIA -PUC MINAS,HISTÓRIA,A3,2017-2020
1679-5806,CADERNOS DO LESTE,SOCIOLOGIA,B2,2017-2020
1679-592X,RILA. REVISTA DE INTEGRAÇÃO LATINO-AMERICANA,DIREITO,C,2017-2020
1679-5938,POLÍTICA ECONÔMICA EM FOCO,INTERDISCIPLINAR,C,2017-2020
1679-5954,REVISTA DA ABENO,ENSINO,B3,2017-2020
1679-6020,ARGUMENTO (RIO DE JANEIRO),INTERDISCIPLINAR,C,2017-2020
1679-6101,DLCV (UFPB),LINGUíSTICA E LITERATURA,C,2017-2020
1679-6225,NEOTROPICAL ICHTHYOLOGY,BIODIVERSIDADE,A3,2017-2020
1679-6462,REVISTA DE ARBITRAGEM E MEDIAÇÃO,PSICOLOGIA,A4,2017-2020
1679-6470,COLLOQUIUM HUMANARUM (IMPRESSO),ENSINO,A4,2017-2020
1679-6497,ARGUMENTOS (CHAPECÓ),ECONOMIA,B2,2017-2020
1679-6748,VISUALIDADES (UFG),COMUNICAÇÃO E INFORMAÇÃO,A1,2017-2020
1679-6799,ÍTACA (RIO DE JANEIRO. ONLINE),INTERDISCIPLINAR,B1,2017-2020
1679-687X,SABERES E FAZERES EDUCATIVOS,CIÊNCIAS AMBIENTAIS,C,2017-2020
1679-6888,REVISTA ESCRITA (PUCRJ. ONLINE),CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,B2,2017-2020
1679-7027,REVISTA CAPITAL ABERTO,DIREITO,C,2017-2020
1679-7140,REVISTA PANAMERICANA DE INFECTOLOGÍA (IMPRESSO),INTERDISCIPLINAR,C,2017-2020
1679-723X,FFBUSINESS,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B4,2017-2020
1679-7353,REVISTA CIENTÍFICA ELETRÔNICA DE MEDICINA VETERINÁRIA,CIÊNCIAS BIOLÓGICAS II,C,2017-2020
1679-7361,ACTA SCIENTIARUM. HUMAN AND SOCIAL SCIENCES (IMPRESSO),ENSINO,A2,2017-2020
1679-7604,CADERNOS PROARQ (UFRJ),PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,A4,2017-2020
1679-7655,CRÍTICA SOCIAL (RIO DE JANEIRO),DIREITO,C,2017-2020
1679-768X,REVISTA DA ANPEGE,INTERDISCIPLINAR,A1,2017-2020
1679-7817,LATIN AMERICAN JOURNAL OF SOLIDS AND STRUCTURES (IMPRESSO),ENGENHARIAS III,A3,2017-2020
1679-7825,LATIN AMERICAN JOURNAL OF SOLIDS AND STRUCTURES,ASTRONOMIA / FÍSICA,A3,2017-2020
1679-785X,REVISTA DA ESMESE,DIREITO,C,2017-2020
1679-8074,BIOMOTRIZ (UNICRUZ),INTERDISCIPLINAR,B3,2017-2020
1679-8104,CADERNOS DE EDUCAÇÃO (UMESP),EDUCAÇÃO,B1,2017-2020
1679-8171,BRAZILIAN JOURNAL OF OPERATIONS AND PRODUCTION MANAGEMENT,INTERDISCIPLINAR,B3,2017-2020
1679-849X,LITERATURA E AUTORITARISMO (UFSM),SOCIOLOGIA,A4,2017-2020
1679-8503,DEVIRES (BELO HORIZONTE),LINGUíSTICA E LITERATURA,B3,2017-2020
1679-8694,REVISTA DO TRIBUNAL REGIONAL DO TRABALHO DA 15. REGIÃO,SOCIOLOGIA,B3,2017-2020
1679-8708,REVISTA DA UNIFEBE,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B2,2017-2020
1679-8740,CALIDOSCÓPIO (UNISINOS),LINGUíSTICA E LITERATURA,A1,2017-2020
1679-8759,BRAZILIAN JOURNAL OF OCEANOGRAPHY,ZOOTECNIA / RECURSOS PESQUEIROS,A4,2017-2020
1679-8775,REVISTA SUL-AMERICANA DE FILOSOFIA E EDUCAÇÃO,LINGUíSTICA E LITERATURA,B1,2017-2020
1679-8902,INTELLECTUS REVISTA ACADÊMICA DIGITAL,EDUCAÇÃO,B1,2017-2020
1679-8953,RBUS. REVISTA BRASILEIRA DE ULTRA-SONOGRAFIA,MEDICINA II,C,2017-2020
1679-9127,REA. REVISTA ELETRÔNICA DE ADMINISTRAÇÃO,CIÊNCIAS AMBIENTAIS,B2,2017-2020
1679-9216,ACTA SCIENTIAE VETERINARIAE (ONLINE),"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B2,2017-2020
1679-9232,CONECTIVA (UNIVAS),HISTÓRIA,B4,2017-2020
1679-9267,HÓRUS (FAESO),DIREITO,A1,2017-2020
1679-9275,ACTA SCIENTIARUM. AGRONOMY,ZOOTECNIA / RECURSOS PESQUEIROS,A4,2017-2020
1679-9283,ACTA SCIENTIARUM. BIOLOGICAL SCIENCES (IMPRESSO),ZOOTECNIA / RECURSOS PESQUEIROS,B2,2017-2020
1679-9291,ACTA SCIENTIARUM. HEALTH SCIENCES (IMPRESSO),MEDICINA II,B2,2017-2020
1679-9313,NOTÍCIAS ASGARDIANAS,HISTÓRIA,B3,2017-2020
1679-9321,HILÉIA (UEA),DIREITO,B2,2017-2020
1679-9615,HORIZONTE : REVISTA DE ESTUDOS DE TEOLOGIA E CIÊNCIAS DA RELIGIÃO (IMPRESSO),CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,A1,2017-2020
1679-9836,REVISTA DE MEDICINA (SÃO PAULO. ONLINE),MEDICINA I,B2,2017-2020
1679-9844,INTERSCIENCE PLACE,ENGENHARIAS III,A3,2017-2020
1679-9860,GEOAMBIENTE ON-LINE,EDUCAÇÃO,A3,2017-2020
1679-9887,PSICANÁLISE & BARROCO EM REVISTA,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B2,2017-2020
1679-9941,ADOLESCÊNCIA & SAÚDE (UERJ),"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B2,2017-2020
1680-1865,COMMA INTERNATIONAL JOURNAL ON ARCHIVES,COMUNICAÇÃO E INFORMAÇÃO,B2,2017-2020
1680-3663,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,MEDICINA I,C,2017-2020
1680-4031,BOLETIN DEL MUSEO NACIONAL DE HISTORIA NATURAL DEL PARAGUAY,GEOGRAFIA,B4,2017-2020
1680-5348,REVISTA PANAMERICANA DE SALUD PUBLICA (PRINT),PSICOLOGIA,A3,2017-2020
1680-5593,JOURNAL OF ANIMAL AND VETERINARY ADVANCES,MEDICINA VETERINÁRIA,B4,2017-2020
1680-6905,AFRICAN HEALTH SCIENCES,ODONTOLOGIA,A4,2017-2020
1680-7073,JOURNAL OF FARM MACHINERY SCIENCE,EDUCAÇÃO FÍSICA,A3,2017-2020
1680-7316,ATMOSPHERIC CHEMISTRY AND PHYSICS (PRINT),CIÊNCIAS AMBIENTAIS,A1,2017-2020
1680-7324,ATMOSPHERIC CHEMISTRY AND PHYSICS (ONLINE),INTERDISCIPLINAR,A1,2017-2020
1680-7340,ADVANCES IN GEOSCIENCES,CIÊNCIAS AMBIENTAIS,B1,2017-2020
1680-7367,ATMOSPHERIC CHEMISTRY AND PHYSICS DISCUSSIONS,ASTRONOMIA / FÍSICA,C,2017-2020
1680-7375,ATMOSPHERIC CHEMISTRY AND PHYSICS DISCUSSION (ONLINE),"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",C,2017-2020
1680-743X,JOURNAL OF DATA SCIENCE (PRINT),"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B2,2017-2020
1680-8398,CIMEL,MEDICINA I,C,2017-2020
1680-8584,AEROSOL AND AIR QUALITY RESEARCH,CIÊNCIAS BIOLÓGICAS I,A2,2017-2020
1680-9033,SERIE SEMINARIOS Y CONFERENCIAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,B1,2017-2020
1680-9289,ESTOMATOLOGÍA INTEGRADA,SAÚDE COLETIVA,C,2017-2020
1681-4835,THE ELECTRONIC JOURNAL OF INFORMATION SYSTEMS IN DEVELOPING COUNTRIES,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",A3,2017-2020
1681-5556,AFRICAN INVERTEBRATES,BIODIVERSIDADE,B1,2017-2020
1681-5653,REVISTA IBEROAMERICANA DE EDUCACIÓN (ONLINE),ENSINO,A2,2017-2020
1681-7575,METROLOGIA (ONLINE),BIOTECNOLOGIA,A1,2017-2020
1681-8997,THE EMPIRICAL ECONOMIC LETTERS,CIÊNCIAS AMBIENTAIS,B1,2017-2020
1682-0908,REVISTA DE LA CEPAL (ONLINE),ECONOMIA,A1,2017-2020
1682-1106,REVISTA DE CULTURA,LINGUíSTICA E LITERATURA,B1,2017-2020
1682-1130,AGRICULTURAL ENGINEERING INTERNATIONAL: CIGR JOURNAL,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B2,2017-2020
1682-3141,JOURNAL OF NURSING RESEARCH,SAÚDE COLETIVA,A4,2017-2020
1682-3257,ENGLISH FOR SPECIFIC PURPOSES WORLD,LINGUíSTICA E LITERATURA,A2,2017-2020
1682-3419,REVISTA DE INVESTIGACIONES VETERINARIAS DEL PERÚ,ZOOTECNIA / RECURSOS PESQUEIROS,B3,2017-2020
1682-4474,JOURNAL OF MEDICAL SCIENCES (FAISALABAD),MEDICINA I,C,2017-2020
1682-8356,INTERNATIONAL JOURNAL OF POULTRY SCIENCE,SAÚDE COLETIVA,B4,2017-2020
1683-1470,DATA SCIENCE JOURNAL,INTERDISCIPLINAR,A4,2017-2020
1683-3511,APPLIED AND COMPUTATIONAL MATHEMATICS,INTERDISCIPLINAR,A1,2017-2020
1683-8602,JOURNAL OF DATA SCIENCE (ONLINE),BIOTECNOLOGIA,B2,2017-2020
1683-8947,BIBLIOTECAS. ANALES DE INVESTIGACIÓN,INTERDISCIPLINAR,A3,2017-2020
1683-9919,ASIAN J ANIM VET ADV,MEDICINA VETERINÁRIA,C,2017-2020
1684-0933,REVISTA DE COMUNICACIÓN,COMUNICAÇÃO E INFORMAÇÃO,A3,2017-2020
1684-1182,"THE JOURNAL OF MICROBIOLOGY, IMMUNOLOGY AND INFECTION",SAÚDE COLETIVA,A3,2017-2020
1684-1999,ACTA COMMERCII,ENSINO,A4,2017-2020
1684-5315,AFRICAN JOURNAL OF BIOTECHNOLOGY,INTERDISCIPLINAR,B3,2017-2020
1684-5374,"AFRICAN JOURNAL OF FOOD, AGRICULTURE, NUTRITION AND DEVELOPMENT",CIÊNCIAS AGRÁRIAS I,B1,2017-2020
1684-9086,INVESTIGACIÓN AGRARIA,INTERDISCIPLINAR,B4,2017-2020
1684-9434,REVISTA DE ADMINISTRACION TRIBUTARIA,DIREITO,A4,2017-2020
1684-9981,NATURAL HAZARDS AND EARTH SYSTEM SCIENCES,CIÊNCIA DA COMPUTAÇÃO,A1,2017-2020
1686-4360,COMPUTER-AIDED DESIGN AND APPLICATIONS,ENGENHARIAS III,B1,2017-2020
1687-0042,JOURNAL OF APPLIED MATHEMATICS (INTERNET),MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,B2,2017-2020
1687-0247,INTERNATIONAL MATHEMATICS REESEACH  NOTICES (ONLINE),MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,A1,2017-2020
1687-1472,EURASIP JOURNAL ON WIRELESS COMMUNICATIONS AND NETWORKING,ENGENHARIAS IV,A4,2017-2020
1687-1499,EURASIP JOURNAL ON WIRELESS COMMUNICATIONS AND NETWORKING,ENGENHARIAS IV,A4,2017-2020
1687-1979,ARAB JOURNAL OF GASTROENTEROLOGY,MEDICINA I,B2,2017-2020
1687-2762,BOUNDARY VALUE PROBLEMS (PRINT),MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,A4,2017-2020
1687-4110,JOURNAL OF NANOMATERIALS (PRINT),MATERIAIS,A4,2017-2020
1687-4129,JOURNAL OF NANOMATERIALS,MATERIAIS,A4,2017-2020
1687-4285,THE EGYPTIAN JOURNAL OF AQUATIC RESEARCH,BIODIVERSIDADE,A3,2017-2020
1687-4714,"EURASIP JOURNAL ON AUDIO, SPEECH, AND MUSIC PROCESSING",CIÊNCIA DA COMPUTAÇÃO,A4,2017-2020
1687-4757,PPAR RES,CIÊNCIAS BIOLÓGICAS II,A1,2017-2020
1687-5249,JOURNAL OF CONTROL SCIENCE AND ENGINEERING (PRINT),INTERDISCIPLINAR,B1,2017-2020
1687-5265,COMPUTATIONAL INTELLIGENCE AND NEUROSCIENCE,CIÊNCIA DA COMPUTAÇÃO,A1,2017-2020
1687-5281,EURASIP JOURNAL ON IMAGE AND VIDEO PROCESSING,CIÊNCIA DA COMPUTAÇÃO,A4,2017-2020
1687-5443,NEURAL PLASTICITY (ONLINE),EDUCAÇÃO FÍSICA,A3,2017-2020
1687-5591,MODELLING AND SIMULATION IN ENGINEERING,INTERDISCIPLINAR,A4,2017-2020
1687-5869,INTERNATIONAL JOURNAL OF ANTENNAS AND PROPAGATION (PRINT),INTERDISCIPLINAR,A4,2017-2020
1687-5877,INTERNATIONAL JOURNAL OF ANTENNAS AND PROPAGATION (ONLINE),INTERDISCIPLINAR,A4,2017-2020
1687-5893,ADVANCES IN HUMAN-COMPUTER INTERACTION,CIÊNCIAS BIOLÓGICAS I,B1,2017-2020
1687-5915,ADVANCES IN TRIBOLOGY,ENGENHARIAS III,A3,2017-2020
1687-5966,INTERNATIONAL JOURNAL OF AEROSPACE ENGINEERING (PRINT),ASTRONOMIA / FÍSICA,A4,2017-2020
1687-6075,SCIENCE AND TECHNOLOGY OF NUCLEAR INSTALLATIONS,INTERDISCIPLINAR,A4,2017-2020
1687-6105,DERMATOLOGY RESEARCH AND PRACTICE,MEDICINA II,B1,2017-2020
1687-6113,DERMATOLOGY RESEARCH AND PRACTICE,EDUCAÇÃO FÍSICA,B1,2017-2020
1687-6121,GASTROENTEROLOGY RESEARCH AND PRACTICE,CIÊNCIAS BIOLÓGICAS I,B2,2017-2020
1687-6172,EURASIP JOURNAL ON ADVANCES IN SIGNAL PROCESSING (PRINT),MEDICINA II,A3,2017-2020
1687-6180,EURASIP JOURNAL ON ADVANCES IN SIGNAL PROCESSING (ONLINE),BIOTECNOLOGIA,A3,2017-2020
1687-6334,ADVANCES IN PHARMACOLOGICAL SCIENCES,CIÊNCIAS BIOLÓGICAS I,A2,2017-2020
1687-6369,ADVANCES IN UROLOGY,MEDICINA I,A4,2017-2020
1687-6407,ADVANCES IN OPTICAL TECHNOLOGIES,QUÍMICA,C,2017-2020
1687-7047,INTERNATIONAL JOURNAL OF COMPUTER GAMES TECHNOLOGY,INTERDISCIPLINAR,A4,2017-2020
1687-7063,CURRENT GERONTOLOGY AND GERIATRICS RESEARCH,MEDICINA II,B2,2017-2020
1687-7071,CURRENT GERONTOLOGY AND GERIATRICS RESEARCH (ONLINE),MEDICINA I,B2,2017-2020
1687-7098,INTERDISCIPLINARY PERSPECTIVES ON INFECTIOUS DISEASES (ONLINE),MEDICINA II,A4,2017-2020
1687-725X,JOURNAL OF SENSORS,ASTRONOMIA / FÍSICA,A3,2017-2020
1687-7357,ADVANCES IN HIGH ENERGY PHYSICS,GEOCIÊNCIAS,B1,2017-2020
1687-7438,"PSYCHE (CAMBRIDGE, 1874)",INTERDISCIPLINAR,B1,2017-2020
1687-7667,APPLIED AND ENVIRONMENTAL SOIL SCIENCE,CIÊNCIAS AGRÁRIAS I,A4,2017-2020
1687-7675,APPLIED AND ENVIRONMENTAL SOIL SCIENCE,CIÊNCIAS AGRÁRIAS I,A4,2017-2020
1687-7969,ADVANCES IN ASTRONOMY,ASTRONOMIA / FÍSICA,A4,2017-2020
1687-806X,INTERNATIONAL JOURNAL OF CHEMICAL ENGINEERING,QUÍMICA,A4,2017-2020
1687-8078,INTERNATIONAL JOURNAL OF CHEMICAL ENGINEERING,QUÍMICA,A4,2017-2020
1687-8086,ADVANCES IN CIVIL ENGINEERING (PRINT),ENGENHARIAS I,B2,2017-2020
1687-8094,ADVANCES IN CIVIL ENGINEERING,ENGENHARIAS I,B2,2017-2020
1687-8108,ADVANCES IN CONDENSED MATTER PHYSICS,QUÍMICA,B2,2017-2020
1687-8140,ADVANCES IN MECHANICAL ENGINEERING,INTERDISCIPLINAR,A4,2017-2020
1687-8159,INTERNATIONAL JOURNAL OF AGRONOMY,CIÊNCIAS AGRÁRIAS I,A4,2017-2020
1687-8191,JOURNAL OF TOXICOLOGY,CIÊNCIAS BIOLÓGICAS I,B1,2017-2020
1687-8205,JOURNAL OF TOXICOLOGY,SAÚDE COLETIVA,B1,2017-2020
1687-8337,INTERNATIONAL JOURNAL OF ENDOCRINOLOGY,MEDICINA II,A4,2017-2020
1687-8434,ADVANCES IN MATERIALS SCIENCE AND ENGINEERING,INTERDISCIPLINAR,A3,2017-2020
1687-8442,ADVANCES IN MATERIALS SCIENCE AND ENGINEERING,QUÍMICA,A3,2017-2020
1687-8450,JOURNAL OF ONCOLOGY,BIOTECNOLOGIA,B3,2017-2020
1687-8469,JOURNAL OF ONCOLOGY,ODONTOLOGIA,B3,2017-2020
1687-8485,INTERNATIONAL JOURNAL OF ZOOLOGY,BIODIVERSIDADE,B2,2017-2020
1687-8639,ADVANCES IN VIROLOGY,CIÊNCIAS BIOLÓGICAS III,A3,2017-2020
1687-8728,INTERNATIONAL JOURNAL OF DENTISTRY,ASTRONOMIA / FÍSICA,A3,2017-2020
1687-8736,INTERNATIONAL JOURNAL OF DENTISTRY (ONLINE),FARMÁCIA,A3,2017-2020
1687-8760,INTERNATIONAL JOURNAL OF ANALYTICAL CHEMISTRY,QUÍMICA,B2,2017-2020
1687-8779,INTERNATIONAL JOURNAL OF ANALYTICAL CHEMISTRY,QUÍMICA,B2,2017-2020
1687-8787,INTERNATIONAL JOURNAL OF BIOMATERIALS,ENGENHARIAS III,A3,2017-2020
1687-8809,"EGYPTIAN ACADEMIC JOURNAL OF BIOLOGICAL SCIENCES. A, ENTOMOLOGY",CIÊNCIAS AGRÁRIAS I,C,2017-2020
1687-8833,JOURNAL OF GEOLOGICAL RESEARCH,CIÊNCIAS AMBIENTAIS,B1,2017-2020
1687-8876,INTERNATIONAL JOURNAL OF CELL BIOLOGY,CIÊNCIAS BIOLÓGICAS II,A2,2017-2020
1687-9112,ADVANCES IN HEMATOLOGY,MEDICINA II,A4,2017-2020
1687-9120,ADVANCES IN MATHEMATICAL PHYSICS (PRINT),ASTRONOMIA / FÍSICA,B2,2017-2020
1687-9139,ADVANCES IN MATHEMATICAL PHYSICS,ENSINO,B2,2017-2020
1687-918X,INTERNATIONAL JOURNAL OF MICROBIOLOGY,FARMÁCIA,A4,2017-2020
1687-9198,INTERNATIONAL JOURNAL OF MICROBIOLOGY,FARMÁCIA,A4,2017-2020
1687-9309,ADVANCES IN METEOROLOGY,GEOCIÊNCIAS,A4,2017-2020
1687-9317,ADVANCES IN METEOROLOGY,GEOCIÊNCIAS,A4,2017-2020
1687-9325,INTERNATIONAL JOURNAL OF CORROSION,MATERIAIS,A4,2017-2020
1687-9368,INTERNATIONAL JOURNAL OF FORESTRY RESEARCH,BIODIVERSIDADE,A3,2017-2020
1687-9406,INTERNATIONAL JOURNAL OF OCEANOGRAPHY,BIOTECNOLOGIA,B3,2017-2020
1687-9422,INTERNATIONAL JOURNAL OF POLYMER SCIENCE,MATERIAIS,A4,2017-2020
1687-9430,INTERNATIONAL JOURNAL OF POLYMER SCIENCE,MEDICINA I,A4,2017-2020
1687-9465,JOURNAL OF METALLURGY,MATERIAIS,B2,2017-2020
